stamp,x,y,z,roll,pitch,yaw
1715322444.127903,-3.180269,0.589428,0.000000,0.000000,-0.000000,-0.340339
1715322444.178294,-2.944608,0.505976,0.000000,0.000000,-0.000000,-0.314159
1715322444.228993,-2.706844,0.428722,0.000000,0.000000,-0.000000,-0.287979
1715322444.279390,-2.467139,0.357718,0.000000,0.000000,-0.000000,-0.261799
1715322444.330005,-2.225658,0.293013,0.000000,0.000000,-0.000000,-0.235619
1715322444.380509,-1.982565,0.234652,0.000000,0.000000,-0.000000,-0.209440
1715322444.430884,-1.738029,0.182674,0.000000,0.000000,-0.000000,-0.183260
1715322444.481500,-1.492215,0.137115,0.000000,0.000000,-0.000000,-0.157080
1715322444.532318,-1.245293,0.098007,0.000000,0.000000,-0.000000,-0.130900
1715322444.582752,-0.997432,0.065375,0.000000,0.000000,-0.000000,-0.104720
1715322444.633443,-0.748801,0.039243,0.000000,0.000000,-0.000000,-0.078540
1715322444.684265,-0.499572,0.019628,0.000000,0.000000,-0.000000,-0.052360
1715322444.734618,-0.249914,0.006544,0.000000,0.000000,-0.000000,-0.026180
1715322444.785002,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000
1715322444.835499,0.250000,-0.000000,0.000000,-0.000000,0.000000,0.026180
1715322444.885977,0.499914,0.006544,0.000000,-0.000000,0.000000,0.052360
1715322444.936446,0.749572,0.019628,0.000000,-0.000000,0.000000,0.078540
1715322444.986929,0.998801,0.039243,0.000000,-0.000000,0.000000,0.104720
1715322445.037703,1.247432,0.065375,0.000000,-0.000000,0.000000,0.130900
1715322445.088102,1.495293,0.098007,0.000000,-0.000000,0.000000,0.157080
1715322445.138647,1.742215,0.137115,0.000000,-0.000000,0.000000,0.183260
1715322445.189283,1.988029,0.182674,0.000000,-0.000000,0.000000,0.209440
1715322445.239650,2.232565,0.234652,0.000000,-0.000000,0.000000,0.235619
1715322445.290259,2.475658,0.293013,0.000000,-0.000000,0.000000,0.261799
1715322445.340654,2.717139,0.357718,0.000000,-0.000000,0.000000,0.287979
1715322445.391037,2.956844,0.428722,0.000000,-0.000000,0.000000,0.314159
1715322445.441582,3.194608,0.505976,0.000000,-0.000000,0.000000,0.340339
1715322445.492395,3.430269,0.589428,0.000000,-0.000000,0.000000,0.366519
1715322445.542919,3.663664,0.679020,0.000000,-0.000000,0.000000,0.392699
1715322445.593580,3.894634,0.774691,0.000000,-0.000000,0.000000,0.418879
1715322445.644426,4.123020,0.876375,0.000000,-0.000000,0.000000,0.445059
1715322445.694914,4.348666,0.984003,0.000000,-0.000000,0.000000,0.471239
1715322445.745482,4.571418,1.097500,0.000000,-0.000000,0.000000,0.497419
1715322445.796228,4.791122,1.216790,0.000000,-0.000000,0.000000,0.523599
1715322445.846769,5.007629,1.341790,0.000000,-0.000000,0.000000,0.549779
1715322445.897154,5.220789,1.472415,0.000000,-0.000000,0.000000,0.575959
1715322445.947736,5.430456,1.608574,0.000000,-0.000000,0.000000,0.602139
1715322445.998092,5.636488,1.750176,0.000000,-0.000000,0.000000,0.628319
1715322446.048675,5.838742,1.897122,0.000000,-0.000000,0.000000,0.654498
1715322446.099079,6.037081,2.049313,0.000000,-0.000000,0.000000,0.680678
1715322446.149708,6.231367,2.206643,0.000000,-0.000000,0.000000,0.706858
1715322446.200054,6.421469,2.369005,0.000000,-0.000000,0.000000,0.733038
1715322446.250437,6.607255,2.536287,0.000000,-0.000000,0.000000,0.759218
1715322446.300829,6.788598,2.708376,0.000000,-0.000000,0.000000,0.785398
1715322446.351454,6.965375,2.885153,0.000000,-0.000000,0.000000,0.811578
1715322446.401910,7.137464,3.066496,0.000000,-0.000000,0.000000,0.837758
1715322446.452515,7.304746,3.252283,0.000000,-0.000000,0.000000,0.863938
1715322446.503323,7.467108,3.442384,0.000000,-0.000000,0.000000,0.890118
1715322446.553883,7.624438,3.636671,0.000000,-0.000000,0.000000,0.916298
