stamp,x,y,z,roll,pitch,yaw
1715320525.403733,0.250000,0.000000,0.000000,0.000000,0.000000,0.008727
1715320525.454144,0.499990,0.002182,0.000000,0.000000,0.000000,0.017453
1715320525.504467,0.749952,0.006545,0.000000,0.000000,0.000000,0.026180
1715320525.554763,0.999867,0.013089,0.000000,0.000000,0.000000,0.034907
1715320525.605115,1.249714,0.021814,0.000000,0.000000,0.000000,0.043633
1715320525.655668,1.499476,0.032719,0.000000,0.000000,0.000000,0.052360
1715320525.706155,1.749134,0.045803,0.000000,0.000000,0.000000,0.061087
1715320525.756511,1.998668,0.061065,0.000000,0.000000,0.000000,0.069813
1715320525.806849,2.248059,0.078504,0.000000,0.000000,0.000000,0.078540
1715320525.857173,2.497288,0.098119,0.000000,0.000000,0.000000,0.087266
1715320525.907509,2.746337,0.119908,0.000000,0.000000,0.000000,0.095993
1715320525.957942,2.995186,0.143869,0.000000,0.000000,0.000000,0.104720
1715320526.008404,3.243816,0.170001,0.000000,0.000000,0.000000,0.113446
1715320526.058805,3.492209,0.198302,0.000000,0.000000,0.000000,0.122173
1715320526.109184,3.740346,0.228769,0.000000,0.000000,0.000000,0.130900
1715320526.159612,3.988207,0.261401,0.000000,0.000000,0.000000,0.139626
1715320526.210100,4.235774,0.296194,0.000000,0.000000,0.000000,0.148353
1715320526.260523,4.483028,0.333147,0.000000,0.000000,0.000000,0.157080
1715320526.310870,4.729950,0.372255,0.000000,0.000000,0.000000,0.165806
1715320526.361519,4.976521,0.413517,0.000000,0.000000,0.000000,0.174533
1715320526.411941,5.222723,0.456929,0.000000,0.000000,0.000000,0.183260
1715320526.462347,5.468537,0.502488,0.000000,0.000000,0.000000,0.191986
1715320526.512719,5.713944,0.550190,0.000000,0.000000,0.000000,0.200713
1715320526.563086,5.958925,0.600032,0.000000,0.000000,0.000000,0.209440
1715320526.613555,6.203462,0.652010,0.000000,0.000000,0.000000,0.218166
1715320526.664309,6.447536,0.706120,0.000000,0.000000,0.000000,0.226893
1715320526.714662,6.691128,0.762358,0.000000,0.000000,0.000000,0.235619
1715320526.765248,6.934221,0.820719,0.000000,0.000000,0.000000,0.244346
1715320526.815667,7.176795,0.881200,0.000000,0.000000,0.000000,0.253073
1715320526.866217,7.418832,0.943795,0.000000,0.000000,0.000000,0.261799
1715320526.916783,7.660313,1.008499,0.000000,0.000000,0.000000,0.270526
1715320526.967218,7.901221,1.075309,0.000000,0.000000,0.000000,0.279253
1715320527.017632,8.141536,1.144218,0.000000,0.000000,0.000000,0.287979
1715320527.068013,8.381241,1.215222,0.000000,0.000000,0.000000,0.296706
1715320527.118366,8.620317,1.288315,0.000000,0.000000,0.000000,0.305433
1715320527.168709,8.858747,1.363492,0.000000,0.000000,0.000000,0.314159
1715320527.219119,9.096511,1.440746,0.000000,0.000000,0.000000,0.322886
1715320527.269719,9.333592,1.520072,0.000000,0.000000,0.000000,0.331613
1715320527.320097,9.569971,1.601464,0.000000,0.000000,0.000000,0.340339
